player_name,draft_year,team,pick,pos_group,av_y1_4,apy_m,roi,surplus,cluster
Zach Ertz,2013,PHI,35,TE,22.0,1.3448,16.35930993456276,2.180555555555557,3
Gavin Escobar,2013,DAL,47,TE,2.0,1.052624,1.9000136800984968,-6.944444444444445,1
Vance McDonald,2013,SFO,55,TE,6.0,0.899795,6.668185531148762,-2.9444444444444446,1
Travis Kelce,2013,KAN,63,TE,28.0,0.781576,35.825050922750954,19.05555555555556,0
Jordan Reed,2013,WAS,85,TE,20.0,0.69,28.98550724637681,11.260416666666666,0
Eric Ebron,2014,DET,10,TE,17.0,3.062287,5.551406514151025,-2.819444444444443,3
Austin Seferian-Jenkins,2014,TAM,38,TE,9.0,1.313733,6.850707107151909,-10.819444444444445,3
Jace Amaro,2014,NYJ,49,TE,4.0,1.073249,3.7270009103199726,-4.944444444444445,1
Troy Niklas,2014,ARI,52,TE,1.0,1.005825,0.9942087341237292,-7.944444444444445,1
C.J. Fiedorowicz,2014,HOU,65,TE,6.0,0.798779,7.511464372498525,-2.739583333333334,1
Richard Rodgers,2014,GNB,98,TE,12.0,0.690254,17.38490468726005,6.0,1
Crockett Gillmore,2014,BAL,99,TE,4.0,0.682754,5.858625507869599,0.0,1
Devin Funchess,2015,CAR,41,TE,21.0,1.380223,15.21493265943257,1.1805555555555571,3
Maxx Williams,2015,BAL,55,TE,4.0,1.013184,3.947950224243572,-4.944444444444445,1
Clive Walford,2015,OAK,68,TE,7.0,0.836363,8.369571585543598,-1.739583333333334,1
Tyler Kroft,2015,CIN,85,TE,6.0,0.750319,7.99659877998558,-2.739583333333334,1
Jeff Heuerman,2015,DEN,92,TE,4.0,0.736451,5.431454366957205,-4.739583333333334,1
Hunter Henry,2016,SDG,35,TE,14.0,1.595077,8.777005749565694,3.666666666666666,3
Austin Hooper,2016,ATL,81,TE,20.0,1.055175,18.95420190963584,15.807692307692308,0
Nick Vannett,2016,SEA,94,TE,5.0,0.76422,6.542618617675538,0.8076923076923075,1
O.J. Howard,2017,TAM,19,TE,12.0,2.773714,4.326329246634657,1.666666666666666,3
Evan Engram,2017,NYG,23,TE,19.0,2.679637,7.09051263286781,8.666666666666666,3
David Njoku,2017,CLE,29,TE,9.0,2.381336,3.7793910645116857,-1.333333333333334,3
Gerald Everett,2017,LAR,44,TE,12.0,1.511112,7.941171799310706,5.0,3
Adam Shaheen,2017,CHI,45,TE,3.0,1.477629,2.030279589802312,-3.5,1
Jonnu Smith,2017,TEN,100,TE,12.0,0.793978,15.113768895359822,7.8076923076923075,1
Hayden Hurst,2018,BAL,25,TE,11.0,2.759008,3.9869402335912034,0.6666666666666661,3
Mike Gesicki,2018,MIA,42,TE,12.0,1.652981,7.259611574482707,1.666666666666666,3
Dallas Goedert,2018,PHI,49,TE,10.0,1.406071,7.11201639177538,3.5,1
Mark Andrews,2018,BAL,86,TE,24.0,0.86329,27.80062319730333,19.807692307692307,0
Jordan Akins,2018,HOU,98,TE,9.0,0.830879,10.83190211811828,4.807692307692308,1
T.J. Hockenson,2019,DET,8,TE,8.0,4.955307,1.614430750708281,-2.333333333333334,3
Noah Fant,2019,DEN,20,TE,8.0,3.147681,2.5415536072429195,-2.333333333333334,3
Irv Smith Jr.,2019,MIN,50,TE,6.0,1.449611,4.139041439393051,0.0,1
Drew Sample,2019,CIN,52,TE,2.0,1.376574,1.45288230055195,-2.1923076923076925,1
Josh Oliver,2019,JAX,69,TE,0.0,1.062711,0.0,-4.1923076923076925,1
Jace Sternberger,2019,GNB,75,TE,1.0,0.966382,1.034787485694063,-3.1923076923076925,1
Kahale Warring,2019,HOU,86,TE,0.0,0.910114,0.0,-4.1923076923076925,1
Dawson Knox,2019,BUF,96,TE,6.0,0.8804,6.815084052703317,1.8076923076923077,1
Cole Kmet,2020,CHI,43,TE,2.0,1.894447,1.0557170509388756,-5.0,3
Devin Asiasi,2020,NWE,91,TE,0.0,1.116568,0.0,-4.1923076923076925,1
Josiah Deguara,2020,GNB,94,TE,0.0,1.104921,0.0,-4.1923076923076925,1
Dalton Keene,2020,NWE,101,TE,0.0,1.078703,0.0,-0.5,1
Adam Trautman,2020,NOR,105,TE,1.0,1.077803,0.9278133388012464,0.5,1
Kyle Pitts,2021,ATL,4,TE,0.0,8.227624,0.0,-10.333333333333334,2
Pat Freiermuth,2021,PIT,55,TE,0.0,1.507045,0.0,-4.1923076923076925,1
Hunter Long,2021,MIA,81,TE,0.0,1.242174,0.0,-4.1923076923076925,1
Tommy Tremble,2021,CAR,83,TE,0.0,1.231609,0.0,-4.1923076923076925,1
Tre' McKitty,2021,LAC,97,TE,0.0,1.180808,0.0,-4.1923076923076925,1
Santonio Holmes,2006,PIT,25,WR,37.0,1.772,20.880361173814897,9.155555555555557,0
Greg Jennings,2006,GNB,52,WR,37.0,1.031667,35.86428566582047,21.410493827160494,0
Calvin Johnson,2007,DET,2,WR,34.0,9.666667,3.5172412580261634,-0.6666666666666714,2
Dwayne Bowe,2007,KAN,23,WR,32.0,1.8,17.77777777777778,4.155555555555555,0
Sidney Rice,2007,MIN,44,WR,21.0,0.926875,22.65677680377613,5.410493827160495,0
Steve Smith,2007,NYG,51,WR,58.0,10.9,5.321100917431193,42.410493827160494,2
Jacoby Jones,2007,HOU,73,WR,15.0,0.610528,24.56889774097175,3.5,0
James Jones,2007,GNB,78,WR,21.0,0.601813,34.89456027038299,9.586666666666668,0
Donnie Avery,2008,STL,33,WR,9.0,1.178125,7.639257294429708,-6.589506172839505,3
Jordy Nelson,2008,GNB,36,WR,26.0,1.158813,22.436752090285488,10.410493827160495,0
Eddie Royal,2008,DEN,42,WR,21.0,0.987458,21.26672729371781,5.410493827160495,0
Jerome Simpson,2008,CIN,46,WR,9.0,0.90425,9.952999723527784,-6.589506172839505,1
DeSean Jackson,2008,PHI,49,WR,42.0,0.867334,48.42425178766196,26.410493827160494,0
Earl Bennett,2008,CHI,70,WR,15.0,0.631459,23.75451137761913,3.5,0
Harry Douglas,2008,ATL,84,WR,13.0,0.602263,21.58525428259747,3.1722222222222225,1
Darrius Heyward-Bey,2009,OAK,7,WR,18.0,7.65,2.3529411764705883,-9.844444444444443,2
Michael Crabtree,2009,SFO,10,WR,31.0,5.333333,5.8125003632812735,3.155555555555555,2
Jeremy Maclin,2009,PHI,19,WR,29.0,2.5,11.6,1.155555555555555,3
Percy Harvin,2009,MIN,22,WR,41.0,2.21,18.552036199095024,13.155555555555557,0
Hakeem Nicks,2009,NYG,29,WR,34.0,1.845,18.428184281842817,15.833333333333332,0
Kenny Britt,2009,TEN,30,WR,21.0,1.830002,11.475397294647768,5.410493827160495,3
Mike Wallace,2009,PIT,84,WR,35.0,0.580167,60.327457438978776,25.172222222222224,0
Demaryius Thomas,2010,DEN,22,WR,33.0,3.038875,10.85928180658961,5.155555555555555,3
Dez Bryant,2010,DAL,24,WR,38.0,2.3621,16.087379873841076,10.155555555555557,0
Dexter McCluster,2010,KAN,36,WR,18.0,1.29875,13.859480269489891,2.4104938271604954,3
Brandon LaFell,2010,CAR,78,WR,22.0,0.66335,33.16499585437552,10.586666666666668,0
Emmanuel Sanders,2010,PIT,82,WR,17.0,0.600356,28.316532190900062,7.172222222222223,0
Eric Decker,2010,DEN,87,WR,28.0,0.828787,33.784313701831714,18.172222222222224,0
Andre Roberts,2010,ARI,88,WR,15.0,0.6398,23.44482650828384,5.172222222222223,0
A.J. Green,2011,CIN,4,WR,45.0,5.97282,7.534129607120255,10.333333333333329,2
Julio Jones,2011,ATL,6,WR,42.0,4.045938,10.38078191015285,14.155555555555557,2
Jonathan Baldwin,2011,KAN,26,WR,4.0,1.887901,2.118755167776276,-14.166666666666668,3
Titus Young,2011,DET,44,WR,8.0,1.14033,7.015513053238975,-7.589506172839505,3
Torrey Smith,2011,BAL,58,WR,30.0,0.847308,35.406251327734424,14.410493827160495,0
Greg Little,2011,CLE,59,WR,13.0,0.831875,15.627347858752817,-2.589506172839505,1
Randall Cobb,2011,GNB,64,WR,38.0,0.802355,47.36058228589589,22.410493827160494,0
Austin Pettis,2011,STL,78,WR,8.0,0.682354,11.724119738434888,-3.413333333333332,1
Leonard Hankerson,2011,WAS,79,WR,9.0,0.678,13.27433628318584,-2.413333333333332,1
Vincent Brown,2011,SDG,82,WR,9.0,0.656517,13.708708228423635,-0.8277777777777775,1
Jerrel Jernigan,2011,NYG,83,WR,2.0,0.672563,2.9736991181495265,-7.8277777777777775,1
Justin Blackmon,2012,JAX,5,WR,9.0,4.628003,1.944683268355704,-18.844444444444445,3
Michael Floyd,2012,ARI,13,WR,25.0,3.4583,7.228985339617731,-2.844444444444445,3
Kendall Wright,2012,TEN,20,WR,22.0,3.10769,7.079213177633548,-5.844444444444445,3
A.J. Jenkins,2012,SFO,30,WR,2.0,1.736882,1.1514887021685989,-13.589506172839505,3
Brian Quick,2012,STL,33,WR,8.0,1.34665,5.940667582519586,-7.589506172839505,3
Stephen Hill,2012,NYJ,43,WR,4.0,1.178086,3.3953378615822616,-11.589506172839505,1
Alshon Jeffery,2012,CHI,45,WR,32.0,1.136958,28.145278893327635,16.410493827160494,0
Ryan Broyles,2012,DET,54,WR,3.0,0.919625,3.262199266005165,-12.589506172839505,1
Rueben Randle,2012,NYG,63,WR,22.0,0.822983,26.73202241115552,6.410493827160495,0
DeVier Posey,2012,HOU,68,WR,2.0,0.748,2.6737967914438503,-9.5,1
T.J. Graham,2012,BUF,69,WR,7.0,0.725313,9.651005841615964,-4.5,1
Mohamed Sanu,2012,CIN,83,WR,19.0,0.678313,28.010667641634463,9.172222222222222,0
T.Y. Hilton,2012,IND,92,WR,38.0,0.6606,57.523463518013926,28.172222222222224,0
Tavon Austin,2013,STL,8,WR,21.0,3.187751,6.587716543732556,-6.844444444444445,3
DeAndre Hopkins,2013,HOU,27,WR,33.0,1.906675,17.307616662514587,14.833333333333332,0
Cordarrelle Patterson,2013,MIN,29,WR,19.0,1.805262,10.524788091700817,0.8333333333333321,3
Justin Hunter,2013,TEN,34,WR,10.0,1.356037,7.374430048737609,-5.589506172839505,3
Robert Woods,2013,BUF,41,WR,21.0,1.216692,17.25991458807981,5.410493827160495,0
Aaron Dobson,2013,NWE,59,WR,6.0,0.857093,7.000407190351572,-9.589506172839505,1
Terrance Williams,2013,DAL,74,WR,24.0,0.724243,33.138048969751864,12.5,0
Keenan Allen,2013,SDG,76,WR,22.0,0.70345,31.27443315089914,10.586666666666668,0
Marquise Goodwin,2013,BUF,78,WR,6.0,0.713469,8.40961555442493,-5.413333333333332,1
Markus Wheaton,2013,PIT,79,WR,13.0,0.702844,18.49628082476339,1.5866666666666678,1
Stedman Bailey,2013,STL,92,WR,7.0,0.684026,10.233529134857449,-2.827777777777777,1
Sammy Watkins,2014,BUF,4,WR,28.0,4.983901,5.618089123359392,-6.666666666666671,2
Mike Evans,2014,TAM,7,WR,36.0,3.657763,9.842081075236422,8.155555555555555,2
Odell Beckham Jr.,2014,NYG,12,WR,36.0,2.60155,13.837904326267031,8.155555555555555,0
Brandin Cooks,2014,NOR,20,WR,38.0,2.095863,18.13095607871316,10.155555555555557,0
Kelvin Benjamin,2014,CAR,28,WR,21.0,3.22465,6.512334671979905,2.833333333333332,3
Marqise Lee,2014,JAX,39,WR,18.0,1.293506,13.915667959792996,2.4104938271604954,3
Jordan Matthews,2014,PHI,42,WR,23.0,1.237318,18.58859242328973,7.410493827160495,0
Paul Richardson,2014,SEA,45,WR,11.0,1.178209,9.336204357630946,-4.589506172839505,3
Davante Adams,2014,GNB,53,WR,27.0,0.983351,27.45713382098559,11.410493827160495,0
Cody Latimer,2014,DEN,56,WR,3.0,0.927163,3.23567700609278,-12.589506172839505,1
Allen Robinson,2014,JAX,61,WR,20.0,0.877718,22.78636190667162,4.410493827160495,0
Jarvis Landry,2014,MIA,63,WR,33.0,0.868727,37.9866171996496,17.410493827160494,0
Josh Huff,2014,PHI,86,WR,6.0,0.705236,8.507790299984686,-3.8277777777777775,1
Donte Moncrief,2014,IND,90,WR,16.0,0.70213,22.787802828536027,6.172222222222223,0
John Brown,2014,ARI,91,WR,21.0,0.699725,30.01179034620744,11.172222222222222,0
Dri Archer,2014,PIT,97,WR,0.0,0.687004,0.0,-5.5,1
Amari Cooper,2015,OAK,4,WR,33.0,5.66578,5.824440765437416,-1.6666666666666714,2
Kevin White,2015,CHI,7,WR,2.0,4.140762,0.4830028869082551,-25.844444444444445,3
DeVante Parker,2015,MIA,14,WR,16.0,2.719135,5.88422421100828,-11.844444444444443,3
Nelson Agholor,2015,PHI,20,WR,18.0,2.344343,7.678057349116576,-9.844444444444443,3
Breshad Perriman,2015,BAL,26,WR,6.0,2.176333,2.756931039505443,-12.166666666666668,3
Phillip Dorsett,2015,IND,29,WR,12.0,2.033853,5.900131425427501,-6.166666666666668,3
Devin Smith,2015,NYJ,37,WR,1.0,1.468105,0.6811501902111906,-14.589506172839505,3
Dorial Green-Beckham,2015,TEN,40,WR,7.0,1.400901,4.9967842124461335,-8.589506172839505,3
Tyler Lockett,2015,SEA,69,WR,31.0,0.829688,37.36344264349973,19.5,0
Jaelen Strong,2015,HOU,70,WR,2.0,0.820338,2.4380194505191763,-9.5,1
Chris Conley,2015,KAN,76,WR,13.0,0.780922,16.646989071891944,1.5866666666666678,1
Sammie Coates,2015,PIT,87,WR,4.0,0.746254,5.360105272467552,-5.8277777777777775,1
Ty Montgomery,2015,GNB,94,WR,15.0,0.737199,20.34728750310296,5.172222222222223,1
Corey Coleman,2016,CLE,15,WR,6.0,2.913746,2.059204886081353,-5.212962962962962,3
Will Fuller,2016,HOU,21,WR,19.0,2.541078,7.477141591088506,7.787037037037038,3
Josh Doctson,2016,WAS,22,WR,9.0,2.512411,3.5822164446820204,-2.212962962962962,3
Laquon Treadwell,2016,MIN,23,WR,6.0,2.483745,2.4157069264356847,-5.212962962962962,3
Sterling Shepard,2016,NYG,40,WR,22.0,1.486143,14.80342066678644,10.787037037037038,0
Michael Thomas,2016,NOR,47,WR,67.0,1.279744,52.35422084416884,55.78703703703704,0
Tyler Boyd,2016,CIN,55,WR,24.0,1.064743,22.540650654665026,12.787037037037038,0
Braxton Miller,2016,HOU,85,WR,2.0,0.778526,2.568957234568916,-5.0,1
Leonte Carroo,2016,MIA,86,WR,2.0,0.775097,2.5803222048337173,-5.0,1
Corey Davis,2017,TEN,5,WR,26.0,6.348688,4.09533434309577,13.0,2
Mike Williams,2017,LAC,7,WR,21.0,4.937514,4.253152497390387,9.787037037037038,2
John Ross,2017,CIN,9,WR,5.0,4.278966,1.1685065971545463,-6.212962962962962,3
Zay Jones,2017,BUF,37,WR,11.0,1.69495,6.489866957727367,-0.2129629629629619,3
Curtis Samuel,2017,CAR,40,WR,19.0,1.613415,11.776263391625838,7.787037037037038,3
JuJu Smith-Schuster,2017,PIT,62,WR,31.0,1.048945,29.55350375853834,19.78703703703704,0
Cooper Kupp,2017,LAR,69,WR,31.0,0.958023,32.35830455009953,19.78703703703704,0
Taywan Taylor,2017,TEN,72,WR,6.0,0.920253,6.51994614524484,-4.0,1
ArDarius Stewart,2017,NYJ,79,WR,1.0,0.844144,1.184632005913683,-6.0,1
Chris Godwin,2017,TAM,84,WR,28.0,0.821041,34.10304722906651,21.0,0
Kenny Golladay,2017,DET,96,WR,24.0,0.799081,30.034502134326807,17.0,0
Chad Williams,2017,ARI,98,WR,1.0,0.794072,1.2593316475080345,0.0,1
Amara Darboh,2017,SEA,106,WR,1.0,0.793822,1.2597282514216033,0.0,1
D.J. Moore,2018,CAR,24,WR,26.0,2.792829,9.30955672545652,14.787037037037038,3
Calvin Ridley,2018,ATL,26,WR,25.0,2.725183,9.1736958582231,13.787037037037038,3
Courtland Sutton,2018,DEN,40,WR,14.0,1.710483,8.18482264950894,2.787037037037038,3
Dante Pettis,2018,SFO,44,WR,6.0,1.600141,3.749669560369992,-5.212962962962962,3
Christian Kirk,2018,ARI,47,WR,16.0,1.473719,10.85688655707092,4.787037037037038,3
Anthony Miller,2018,CHI,51,WR,13.0,1.338425,9.7129088294077,1.787037037037038,1
James Washington,2018,PIT,60,WR,10.0,1.125337,8.886226970232029,-1.212962962962962,1
DJ Chark,2018,JAX,61,WR,13.0,1.111808,11.692666359659222,1.787037037037038,1
Michael Gallup,2018,DAL,81,WR,19.0,0.880995,21.56652421409883,12.0,0
Tre'Quan Smith,2018,NOR,91,WR,11.0,0.855131,12.863526173182825,4.0,1
Marquise Brown,2019,BAL,25,WR,17.0,2.946835,5.768901210960234,5.787037037037038,3
N'Keal Harry,2019,NWE,32,WR,4.0,2.524587,1.58441757008176,-7.212962962962962,3
Deebo Samuel,2019,SFO,36,WR,13.0,1.924339,6.755566456845701,1.787037037037038,3
A.J. Brown,2019,TEN,51,WR,23.0,1.413092,16.276364171617985,11.787037037037038,0
Mecole Hardman,2019,KAN,56,WR,13.0,1.248763,10.41030203489373,1.787037037037038,1
JJ Arcega-Whiteside,2019,PHI,57,WR,2.0,1.237806,1.6157620822649108,-9.212962962962962,1
Parris Campbell,2019,IND,59,WR,2.0,1.193984,1.675064322469983,-9.212962962962962,1
Andy Isabella,2019,ARI,62,WR,4.0,1.157468,3.4558190809594738,-7.212962962962962,1
D.K. Metcalf,2019,SEA,64,WR,21.0,1.146513,18.316408100038988,9.787037037037038,0
Diontae Johnson,2019,PIT,66,WR,13.0,1.070241,12.146796842954064,1.787037037037038,1
Terry McLaurin,2019,WAS,76,WR,14.0,0.961918,14.554255144409398,4.0,1
Miles Boykin,2019,BAL,93,WR,6.0,0.893732,6.713421920665256,-1.0,1
Jerry Jeudy,2020,DEN,15,WR,5.0,3.79824,1.316399174354438,-6.212962962962962,3
CeeDee Lamb,2020,DAL,17,WR,8.0,3.502504,2.2840801894872924,-3.212962962962962,3
Jalen Reagor,2020,PHI,21,WR,4.0,3.31767,1.2056654218171186,-7.212962962962962,3
Justin Jefferson,2020,MIN,22,WR,12.0,3.280702,3.6577537368526616,0.7870370370370381,3
Brandon Aiyuk,2020,SFO,25,WR,6.0,3.132838,1.9151963810449184,-5.212962962962962,3
Tee Higgins,2020,CIN,33,WR,6.0,2.171697,2.7628163597407926,-5.212962962962962,3
Michael Pittman Jr.,2020,IND,34,WR,4.0,2.153211,1.857690676854242,-7.212962962962962,3
KJ Hamler,2020,DEN,46,WR,3.0,1.784284,1.6813466914459807,-8.212962962962962,3
Chase Claypool,2020,PIT,49,WR,7.0,1.654159,4.231757648448547,-4.212962962962962,1
Van Jefferson,2020,LAR,57,WR,1.0,1.402785,0.7128676169192001,-10.212962962962962,1
Denzel Mims,2020,NYJ,59,WR,2.0,1.358424,1.4722943646460898,-9.212962962962962,1
Bryan Edwards,2020,LVR,81,WR,2.0,1.156645,1.7291390184542363,-5.0,1
Devin Duvernay,2020,BAL,92,WR,4.0,1.116927,3.5812546388438995,-3.0,1
Ja'Marr Chase,2021,CIN,5,WR,0.0,7.704911,0.0,-13.0,2
Jaylen Waddle,2021,MIA,6,WR,0.0,6.771499,0.0,-11.212962962962962,2
DeVonta Smith,2021,PHI,10,WR,0.0,5.035348,0.0,-11.212962962962962,3
Kadarius Toney,2021,NYG,20,WR,0.0,3.429877,0.0,-11.212962962962962,3
Elijah Moore,2021,NYJ,34,WR,0.0,2.235106,0.0,-11.212962962962962,3
Rondale Moore,2021,ARI,49,WR,0.0,1.731064,0.0,-11.212962962962962,1
D'Wayne Eskridge,2021,SEA,56,WR,0.0,1.488378,0.0,-11.212962962962962,1
Tutu Atwell,2021,LAR,57,WR,0.0,1.477175,0.0,-11.212962962962962,1
Terrace Marshall Jr.,2021,CAR,59,WR,0.0,1.432371,0.0,-11.212962962962962,1
Josh Palmer,2021,LAC,77,WR,0.0,1.258014,0.0,-7.0,1
Dyami Brown,2021,WAS,82,WR,0.0,1.236,0.0,-7.0,1
Amari Rodgers,2021,GNB,85,WR,0.0,1.224976,0.0,-7.0,1
Anthony Schwartz,2021,CLE,91,WR,0.0,1.215757,0.0,-7.0,1
