player_name,draft_year,team,pick,pos_group,av_y1_4,apy_m,roi,surplus,cluster
Bernard Pollard,2006,KAN,54,SECONDARY,18.0,0.7525,23.920265780730897,3.416666666666666,0
Devin Hester,2006,CHI,57,SECONDARY,32.0,0.718375,44.54497998955977,17.416666666666664,0
Tim Jennings,2006,IND,62,SECONDARY,12.0,0.698,17.191977077363898,0.75,1
Eric Smith,2006,NYJ,97,SECONDARY,9.0,0.546875,16.457142857142856,1.375,1
LaRon Landry,2007,WAS,6,SECONDARY,26.0,3.605833,7.210539145878359,3.5,3
Darrelle Revis,2007,NYJ,14,SECONDARY,54.0,3.154417,17.1188527071722,35.52777777777778,0
Leon Hall,2007,CIN,18,SECONDARY,34.0,2.2,15.454545454545451,15.52777777777778,0
Michael Griffin,2007,TEN,19,SECONDARY,33.0,2.100002,15.714270748313574,14.52777777777778,0
Reggie Nelson,2007,JAX,21,SECONDARY,20.0,1.91,10.471204188481677,1.5277777777777786,3
Eric Weddle,2007,SDG,37,SECONDARY,26.0,1.04125,24.96998799519808,8.75,0
Chris Houston,2007,ATL,41,SECONDARY,20.0,0.941513,21.24240451273641,4.566666666666668,0
Leodis McKelvin,2008,BUF,11,SECONDARY,14.0,3.1905,4.388026955022724,-4.472222222222221,3
Dominique Rodgers-Cromartie,2008,ARI,16,SECONDARY,23.0,2.51575,9.142402861969591,4.527777777777779,3
Aqib Talib,2008,TAM,20,SECONDARY,19.0,2.2,8.636363636363635,0.5277777777777786,3
Brandon Flowers,2008,KAN,35,SECONDARY,25.0,1.1805,21.17746717492588,7.75,0
Tracy Porter,2008,NOR,40,SECONDARY,18.0,1.06875,16.842105263157894,2.566666666666668,3
Charles Godfrey,2008,CAR,67,SECONDARY,21.0,0.6398,32.82275711159737,10.187500000000002,0
Thomas DeCoud,2008,ATL,98,SECONDARY,21.0,0.575745,36.474480889977336,13.375,0
Malcolm Jenkins,2009,NOR,14,SECONDARY,26.0,2.95,8.813559322033898,7.527777777777779,3
Vontae Davis,2009,MIA,25,SECONDARY,19.0,2.04,9.31372549019608,0.5277777777777786,3
Louis Delmas,2009,DET,33,SECONDARY,18.0,1.424813,12.633236782651476,0.75,3
Patrick Chung,2009,NWE,34,SECONDARY,12.0,1.25,9.6,-5.25,3
Darius Butler,2009,NWE,41,SECONDARY,11.0,1.08125,10.173410404624278,-4.433333333333332,3
Jairus Byrd,2009,BUF,42,SECONDARY,27.0,1.05625,25.5621301775148,11.566666666666668,0
Mike Mitchell,2009,OAK,47,SECONDARY,6.0,0.9445,6.352567496029645,-8.583333333333334,1
William Moore,2009,ATL,55,SECONDARY,21.0,0.839625,25.01116569897276,6.416666666666666,0
Sean Smith,2009,MIA,61,SECONDARY,22.0,0.779,28.2413350449294,10.166666666666668,0
Bradley Fletcher,2009,STL,66,SECONDARY,14.0,0.660575,21.19365704121409,3.1875000000000018,1
Derek Cox,2009,JAX,73,SECONDARY,18.0,0.64575,27.874564459930312,9.0,0
Lardarius Webb,2009,BAL,88,SECONDARY,17.0,0.571507,29.745917372840577,9.375,0
Jerraud Powers,2009,IND,92,SECONDARY,16.0,0.607125,26.35371628577311,8.375,0
Rashad Johnson,2009,ARI,95,SECONDARY,9.0,0.558,16.129032258064516,1.375,1
Keenan Lewis,2009,PIT,96,SECONDARY,11.0,0.555,19.819819819819816,3.375,1
Eric Berry,2010,KAN,5,SECONDARY,30.0,8.333333,3.600000144000006,-15.0,2
Joe Haden,2010,CLE,7,SECONDARY,29.0,8.011348,3.619865221183751,6.5,2
Earl Thomas,2010,SEA,14,SECONDARY,50.0,3.2,15.625,31.52777777777778,0
Kareem Jackson,2010,HOU,20,SECONDARY,22.0,2.62,8.396946564885496,3.5277777777777786,3
Devin McCourty,2010,NWE,27,SECONDARY,32.0,2.0,16.0,13.52777777777778,0
Kyle Wilson,2010,NYJ,29,SECONDARY,14.0,1.973,7.095793208312214,-4.472222222222221,3
Patrick Robinson,2010,NOR,32,SECONDARY,12.0,1.8704,6.41573994867408,-5.25,3
Nate Allen,2010,PHI,37,SECONDARY,22.0,1.25825,17.484601629246967,4.75,0
T.J. Ward,2010,CLE,38,SECONDARY,27.0,1.378,19.593613933236576,9.75,0
Morgan Burnett,2010,GNB,71,SECONDARY,18.0,0.666275,27.01587182469701,7.187500000000002,0
Patrick Peterson,2011,ARI,5,SECONDARY,60.0,5.7021,10.522439101383702,15.0,2
Prince Amukamara,2011,NYG,19,SECONDARY,15.0,3.01578,4.9738376141495735,-3.472222222222221,3
Jimmy Smith,2011,BAL,27,SECONDARY,13.0,2.87194,4.52655696149641,-5.472222222222221,3
Ras-I Dowling,2011,NWE,33,SECONDARY,1.0,1.326026,0.754133026049263,-16.25,3
Aaron Williams,2011,BUF,34,SECONDARY,15.0,1.314788,11.408683377091972,-2.25,3
Rahim Moore,2011,DEN,45,SECONDARY,19.0,1.112032,17.085839256424276,3.566666666666668,0
Marcus Gilchrist,2011,SDG,50,SECONDARY,17.0,0.9889,17.190818080695724,2.416666666666666,1
Jaiquawn Jarrett,2011,PHI,54,SECONDARY,5.0,0.898999,5.561741447988263,-9.583333333333334,1
Brandon Harris,2011,HOU,60,SECONDARY,3.0,0.824832,3.637104283054004,-8.833333333333332,1
Chris Culliver,2011,SFO,80,SECONDARY,10.0,0.659719,15.157968771552737,2.375,1
DeMarcus Van Dyke,2011,OAK,81,SECONDARY,3.0,0.657844,4.560351694322666,-4.625,1
Johnny Patrick,2011,NOR,88,SECONDARY,4.0,0.681845,5.866435920187139,-3.625,1
Shareece Wright,2011,SDG,89,SECONDARY,11.0,0.646035,17.026941264792153,3.375,1
Curtis Marsh,2011,PHI,90,SECONDARY,1.0,0.67213,1.4878074182077872,-6.625,1
Chris Conte,2011,CHI,93,SECONDARY,19.0,0.6509,29.19035182055616,11.375,0
Curtis Brown,2011,PIT,95,SECONDARY,2.0,0.6403,3.123535842573794,-5.625,1
Morris Claiborne,2012,DAL,6,SECONDARY,12.0,4.066126,2.9512120381906515,-10.5,3
Mark Barron,2012,TAM,7,SECONDARY,29.0,3.616625,8.01852555905022,6.5,2
Stephon Gilmore,2012,BUF,10,SECONDARY,18.0,4.63323,3.884978729741455,-0.4722222222222214,2
Dre Kirkpatrick,2012,CIN,17,SECONDARY,12.0,3.225999,3.719777966453184,-6.472222222222221,3
Harrison Smith,2012,MIN,29,SECONDARY,24.0,1.784637,13.448112977597123,5.527777777777779,3
Tavon Wilson,2012,NWE,48,SECONDARY,6.0,1.054474,5.690040721724766,-8.583333333333334,1
Casey Hayward,2012,GNB,62,SECONDARY,10.0,0.827478,12.084913435765058,-1.25,1
Trumaine Johnson,2012,STL,65,SECONDARY,17.0,0.760169,22.363448127982068,6.187500000000002,0
Josh Robinson,2012,MIN,66,SECONDARY,9.0,0.75375,11.940298507462686,-1.8124999999999984,1
Brandon Taylor,2012,SDG,73,SECONDARY,1.0,0.691594,1.4459350428141364,-8.0,1
Jamell Fleming,2012,ARI,80,SECONDARY,5.0,0.682767,7.323142448302276,-2.625,1
Jayron Hosley,2012,NYG,94,SECONDARY,8.0,0.659375,12.132701421800949,0.375,1
Dee Milliner,2013,NYJ,9,SECONDARY,6.0,3.165275,1.895569895190781,-12.47222222222222,3
D.J. Hayden,2013,OAK,12,SECONDARY,9.0,2.580925,3.48712186522274,-9.47222222222222,3
Kenny Vaccaro,2013,NOR,15,SECONDARY,19.0,3.020141,6.291097005073604,0.5277777777777786,3
Eric Reid,2013,SFO,18,SECONDARY,24.0,2.831351,8.47651880674632,5.527777777777779,3
Desmond Trufant,2013,ATL,22,SECONDARY,24.0,2.041524,11.755923515961603,5.527777777777779,3
Xavier Rhodes,2013,MIN,25,SECONDARY,23.0,1.951626,11.785044880525264,4.527777777777779,3
Matt Elam,2013,BAL,32,SECONDARY,12.0,1.691751,7.093242445253468,-5.25,3
Johnathan Cyprien,2013,JAX,33,SECONDARY,23.0,1.367276,16.821768245767498,5.75,0
Darius Slay,2013,DET,36,SECONDARY,18.0,1.322326,13.61237697814306,0.75,3
Johnthan Banks,2013,TAM,43,SECONDARY,12.0,1.18158,10.155892956888234,-3.433333333333332,3
David Amerson,2013,WAS,51,SECONDARY,18.0,0.962726,18.69690857003966,3.416666666666666,0
Jamar Taylor,2013,MIA,54,SECONDARY,10.0,0.906538,11.030977190145366,-4.583333333333334,1
D.J. Swearinger,2013,HOU,57,SECONDARY,15.0,0.872825,17.185575573568585,0.4166666666666661,1
Robert Alford,2013,ATL,60,SECONDARY,17.0,0.85035,19.99176809549009,5.166666666666668,0
Dwayne Gratz,2013,JAX,64,SECONDARY,10.0,0.775163,12.90051253736311,-0.8124999999999982,1
Leon McFadden,2013,CLE,68,SECONDARY,2.0,0.749833,2.667260576688409,-8.812499999999998,1
Tyrann Mathieu,2013,ARI,69,SECONDARY,23.0,0.763125,30.139230139230136,12.187500000000002,0
Blidi Wreh-Wilson,2013,TEN,70,SECONDARY,6.0,0.734331,8.17070231271729,-4.812499999999998,1
T.J. McDonald,2013,STL,71,SECONDARY,19.0,0.73157,25.97154065913036,8.187500000000002,0
J.J. Wilcox,2013,DAL,80,SECONDARY,16.0,0.702767,22.76714757522764,8.375,0
Logan Ryan,2013,NWE,83,SECONDARY,18.0,0.693313,25.96229985590924,10.375,0
Shawn Williams,2013,CIN,84,SECONDARY,11.0,0.690236,15.936578213828314,3.375,1
Kayvon Webster,2013,DEN,90,SECONDARY,5.0,0.68395,7.310475911981871,-2.625,1
Duron Harmon,2013,NWE,91,SECONDARY,9.0,0.677775,13.27874294566781,1.375,1
Will Davis,2013,MIA,93,SECONDARY,0.0,0.6753,0.0,-7.625,1
Justin Gilbert,2014,CLE,8,SECONDARY,4.0,3.208376,1.2467366667747173,-14.47222222222222,3
Kyle Fuller,2014,CHI,14,SECONDARY,19.0,2.42175,7.845566222772788,0.5277777777777786,3
Calvin Pryor,2014,NYJ,18,SECONDARY,14.0,2.140814,6.539568594002094,-4.472222222222221,3
Darqueze Dennard,2014,CIN,24,SECONDARY,8.0,3.30098,2.4235227114372093,-10.47222222222222,3
Jason Verrett,2014,SDG,25,SECONDARY,13.0,3.283,3.9597928723728297,-5.472222222222221,3
Deone Bucannon,2014,ARI,27,SECONDARY,26.0,3.28544,7.913704100516218,7.527777777777779,3
Jimmie Ward,2014,SFO,30,SECONDARY,10.0,3.127706,3.197231453339924,-7.25,3
Bradley Roby,2014,DEN,31,SECONDARY,11.0,3.095706,3.5533090028575067,-6.25,3
Lamarcus Joyner,2014,STL,41,SECONDARY,12.0,1.257545,9.542402061158846,-3.433333333333332,3
Stanley Jean-Baptiste,2014,NOR,58,SECONDARY,0.0,0.909183,0.0,-11.833333333333332,1
Dezmen Southward,2014,ATL,68,SECONDARY,1.0,0.78125,1.28,-9.812499999999998,1
Terrence Brooks,2014,BAL,79,SECONDARY,5.0,0.717844,6.965301653284,-2.625,1
Dexter McDougle,2014,NYJ,80,SECONDARY,2.0,0.715969,2.7934170334190447,-5.625,1
Phillip Gaines,2014,KAN,87,SECONDARY,7.0,0.706028,9.914620949877342,-0.625,1
Trae Waynes,2015,MIN,11,SECONDARY,16.0,3.236091,4.944236734999109,-2.472222222222221,3
Kevin Johnson,2015,HOU,16,SECONDARY,8.0,2.512353,3.184265905308689,-10.47222222222222,3
Marcus Peters,2015,KAN,18,SECONDARY,40.0,2.39604,16.694212116659152,21.52777777777778,0
Byron Jones,2015,DAL,27,SECONDARY,27.0,2.150485,12.55530729114595,8.527777777777779,3
Damarious Randall,2015,GNB,30,SECONDARY,18.0,1.978932,9.095815318565773,0.75,3
Landon Collins,2015,NYG,33,SECONDARY,33.0,1.53014,21.56665403165724,15.75,0
Jalen Collins,2015,ATL,42,SECONDARY,4.0,1.356959,2.94776776601209,-11.433333333333332,3
Jaquiski Tartt,2015,SFO,46,SECONDARY,12.0,1.259254,9.52945156418006,-2.583333333333334,3
Eric Rowe,2015,PHI,47,SECONDARY,7.0,1.219966,5.7378648257410445,-7.583333333333334,1
Ronald Darby,2015,BUF,50,SECONDARY,17.0,1.142423,14.880652787977834,2.416666666666666,1
Quinten Rollins,2015,GNB,62,SECONDARY,7.0,0.935642,7.481493990222757,-4.25,1
Jordan Richards,2015,NWE,64,SECONDARY,9.0,0.927887,9.699456938183204,-1.8124999999999984,1
D'Joun Smith,2015,IND,65,SECONDARY,0.0,0.853712,0.0,-10.812499999999998,1
P.J. Williams,2015,NOR,78,SECONDARY,11.0,0.765228,14.374800712990115,2.0,1
Alex Carter,2015,DET,80,SECONDARY,0.0,0.764687,0.0,-7.625,1
Craig Mager,2015,SDG,83,SECONDARY,4.0,0.748708,5.342536743296452,-3.625,1
Steven Nelson,2015,KAN,98,SECONDARY,14.0,0.725737,19.290734797867547,6.375,1
Jalen Ramsey,2016,JAX,5,SECONDARY,42.0,5.83775,7.194552695816025,15.5,2
Eli Apple,2016,NYG,10,SECONDARY,18.0,3.78808,4.75174758716817,4.296296296296298,3
Karl Joseph,2016,OAK,14,SECONDARY,15.0,2.971079,5.04867087007784,1.2962962962962976,3
Keanu Neal,2016,ATL,17,SECONDARY,13.0,2.684412,4.842773762000766,-0.7037037037037024,3
William Jackson III,2016,CIN,24,SECONDARY,11.0,2.426411,4.533444663744106,0.5,3
Artie Burns,2016,PIT,25,SECONDARY,15.0,2.397746,6.255875309561563,4.5,3
Xavien Howard,2016,MIA,38,SECONDARY,22.0,1.53201,14.360219580812135,12.636363636363637,0
Mackensie Alexander,2016,MIN,54,SECONDARY,7.0,1.079077,6.487025485669697,-1.423245614035087,1
T.J. Green,2016,IND,57,SECONDARY,5.0,1.04181,4.799339610869545,-3.4232456140350878,1
Sean Davis,2016,PIT,58,SECONDARY,17.0,1.021742,16.638251143635088,8.576754385964913,0
Cyrus Jones,2016,NWE,60,SECONDARY,4.0,1.001676,3.9933072171041335,-4.423245614035087,1
Vonn Bell,2016,NOR,61,SECONDARY,16.0,0.993075,16.11157264053571,7.576754385964913,0
James Bradberry,2016,CAR,62,SECONDARY,21.0,0.990209,21.207644042823283,12.576754385964913,0
Kevin Byard,2016,TEN,64,SECONDARY,32.0,0.908572,35.22010363515494,23.57675438596491,0
Will Redmond,2016,SFO,68,SECONDARY,2.0,0.885426,2.2587997190053146,-6.423245614035087,1
Darian Thompson,2016,NYG,71,SECONDARY,9.0,0.864284,10.413243794863725,0.5767543859649127,1
KeiVarae Russell,2016,KAN,74,SECONDARY,2.0,0.840782,2.378737889250721,-6.423245614035087,1
Daryl Worley,2016,CAR,77,SECONDARY,19.0,0.809474,23.47203245564404,10.576754385964913,0
Kendall Fuller,2016,WAS,84,SECONDARY,12.0,0.780856,15.367750263813049,3.5767543859649127,1
Brandon Williams,2016,ARI,92,SECONDARY,38.0,0.770674,49.307489288596734,29.57675438596491,0
Justin Simmons,2016,DEN,98,SECONDARY,26.0,0.756855,34.352683142742,18.125,0
Jamal Adams,2017,NYJ,6,SECONDARY,42.0,5.564702,7.547573976108694,15.5,2
Marshon Lattimore,2017,NOR,11,SECONDARY,29.0,3.839934,7.552213136996626,15.296296296296298,2
Malik Hooker,2017,IND,15,SECONDARY,13.0,3.150027,4.126948753137671,-0.7037037037037024,3
Marlon Humphrey,2017,BAL,16,SECONDARY,33.0,2.96187,11.1416098613376,19.296296296296298,0
Adoree' Jackson,2017,TEN,18,SECONDARY,15.0,2.820753,5.317728989386877,1.2962962962962976,3
Gareon Conley,2017,OAK,24,SECONDARY,9.0,2.616916,3.439162739652324,-1.5,3
Jabrill Peppers,2017,CLE,25,SECONDARY,23.0,2.585559,8.895561849487867,12.5,3
Tre'Davious White,2017,BUF,27,SECONDARY,44.0,2.522838,17.440675937178685,33.5,0
Kevin King,2017,GNB,33,SECONDARY,14.0,1.770213,7.908652800538692,4.636363636363637,3
Budda Baker,2017,ARI,36,SECONDARY,38.0,1.707493,22.25484965384924,28.63636363636364,0
Marcus Maye,2017,NYJ,39,SECONDARY,24.0,1.638503,14.647516666127556,14.636363636363637,0
Marcus Williams,2017,NOR,42,SECONDARY,22.0,2.746,8.011653313911143,12.636363636363637,3
Sidney Jones,2017,PHI,43,SECONDARY,8.0,1.535017,5.2116686655587525,-0.4232456140350873,3
Quincy Wilson,2017,IND,46,SECONDARY,4.0,1.441566,2.7747602260319684,-4.423245614035087,1
Justin Evans,2017,TAM,50,SECONDARY,8.0,1.299822,6.15468887278412,-0.4232456140350873,1
Teez Tabor,2017,DET,53,SECONDARY,3.0,1.205744,2.488090340901552,-5.423245614035087,1
Obi Melifonwu,2017,OAK,56,SECONDARY,1.0,1.127344,0.8870406903305469,-7.423245614035087,1
Chidobe Awuzie,2017,DAL,60,SECONDARY,17.0,1.070895,15.874572203624073,8.576754385964913,0
Josh Jones,2017,GNB,61,SECONDARY,11.0,1.058353,10.393507648204332,2.5767543859649127,1
Ahkello Witherspoon,2017,SFO,66,SECONDARY,14.0,0.971166,14.41566117429976,5.576754385964913,1
Fabian Moreau,2017,WAS,81,SECONDARY,11.0,0.834848,13.176051209321937,2.5767543859649127,1
Shaquill Griffin,2017,SEA,90,SECONDARY,24.0,0.814655,29.4603236953066,15.576754385964913,0
John Johnson,2017,LAR,91,SECONDARY,19.0,0.814873,23.31651680691347,10.576754385964913,0
Jourdan Lewis,2017,DAL,92,SECONDARY,15.0,0.812107,18.470472486999864,6.576754385964913,1
Cameron Sutton,2017,PIT,94,SECONDARY,7.0,0.804282,8.703414971365763,-0.875,1
Cordrea Tankersley,2017,MIA,97,SECONDARY,4.0,0.794072,5.037326590032138,-3.875,1
Rasul Douglas,2017,PHI,99,SECONDARY,9.0,0.79401,11.33486983791136,3.0,1
Brendan Langley,2017,DEN,101,SECONDARY,1.0,0.793947,1.259529918243913,0.5,1
Denzel Ward,2018,CLE,4,SECONDARY,19.0,7.291339,2.605831384331465,-7.5,2
Minkah Fitzpatrick,2018,MIA,11,SECONDARY,35.0,4.111942,8.511793211091012,21.296296296296298,2
Derwin James,2018,LAC,17,SECONDARY,12.0,3.097238,3.874419724929114,-1.7037037037037024,3
Jaire Alexander,2018,GNB,18,SECONDARY,22.0,3.012684,7.302458538631997,8.296296296296298,3
Terrell Edmunds,2018,PIT,28,SECONDARY,18.0,2.674448,6.730360807164693,7.5,3
Mike Hughes,2018,MIN,30,SECONDARY,4.0,2.466871,1.6214873011195154,-5.363636363636363,3
Josh Jackson,2018,GNB,45,SECONDARY,7.0,1.564025,4.475631783379422,-1.423245614035087,3
M.J. Stewart,2018,TAM,53,SECONDARY,5.0,1.27078,3.934591353342042,-3.4232456140350878,1
Jessie Bates III,2018,CIN,54,SECONDARY,22.0,1.236954,17.785625011116014,13.576754385964913,0
Donte Jackson,2018,CAR,55,SECONDARY,17.0,1.203132,14.129787920194955,8.576754385964913,0
Duke Dawson,2018,NWE,56,SECONDARY,2.0,1.186219,1.686029308247465,-6.423245614035087,1
Isaiah Oliver,2018,ATL,58,SECONDARY,11.0,1.159163,9.489605862160888,2.5767543859649127,1
Carlton Davis,2018,TAM,63,SECONDARY,15.0,1.098279,13.657731778537148,6.576754385964913,1
Justin Reid,2018,HOU,68,SECONDARY,16.0,1.015856,15.750263816918933,7.576754385964913,1
Tracy Walker,2018,DET,82,SECONDARY,8.0,0.877997,9.111648445268036,-0.4232456140350873,1
Rashaan Gaulden,2018,CAR,85,SECONDARY,1.0,0.862477,1.1594512085539672,-7.423245614035087,1
Ronnie Harrison,2018,JAX,93,SECONDARY,15.0,0.847008,17.70939589708716,6.576754385964913,1
Tarvarius Moore,2018,SFO,95,SECONDARY,8.0,0.837843,9.548328266751646,0.125,1
Isaac Yiadom,2018,DEN,99,SECONDARY,10.0,0.830817,12.036344947202572,4.0,1
Darnell Savage Jr.,2019,GNB,21,SECONDARY,11.0,3.129422,3.5150260974710346,0.5,3
Johnathan Abram,2019,OAK,27,SECONDARY,8.0,2.873799,2.783771585973828,-2.5,3
Deandre Baker,2019,NYG,30,SECONDARY,5.0,2.631429,1.9001082681691204,-4.363636363636363,3
Byron Murphy,2019,ARI,33,SECONDARY,10.0,1.997375,5.006571124601039,0.6363636363636367,3
Rock Ya-Sin,2019,IND,34,SECONDARY,8.0,1.979114,4.042212828568744,-1.363636363636363,3
Sean Murphy-Bunting,2019,TAM,39,SECONDARY,10.0,1.844,5.422993492407809,0.6363636363636367,3
Trayvon Mullen,2019,OAK,40,SECONDARY,12.0,1.814787,6.612346242286285,2.6363636363636367,3
Joejuan Williams,2019,NWE,45,SECONDARY,1.0,1.656664,0.6036227020083735,-7.423245614035087,1
Greedy Williams,2019,CLE,46,SECONDARY,4.0,1.614669,2.4772879147367046,-4.423245614035087,1
Marquise Blair,2019,SEA,47,SECONDARY,2.0,1.559162,1.2827403438513767,-6.423245614035087,1
Lonnie Johnson Jr.,2019,HOU,54,SECONDARY,3.0,1.303533,2.3014377081362727,-5.423245614035087,1
Nasir Adderley,2019,LAC,60,SECONDARY,5.0,1.183028,4.226442653935495,-3.4232456140350878,1
Taylor Rapp,2019,LAR,61,SECONDARY,9.0,1.168424,7.702683272510664,0.5767543859649127,1
Juan Thornhill,2019,KAN,63,SECONDARY,9.0,1.153817,7.80019708497968,0.5767543859649127,1
David Long,2019,LAR,79,SECONDARY,3.0,0.950348,3.1567383737325696,-5.423245614035087,1
Will Harris,2019,DET,81,SECONDARY,2.0,0.930974,2.1482877072829103,-6.423245614035087,1
Justin Layne,2019,PIT,83,SECONDARY,1.0,0.920795,1.0860180604803458,-7.423245614035087,1
Jamel Dean,2019,TAM,94,SECONDARY,6.0,0.889713,6.743747702910939,-1.875,1
Quincy Williams,2019,JAX,98,SECONDARY,3.0,0.876509,3.42266879176369,-4.875,1
Mike Edwards,2019,TAM,99,SECONDARY,5.0,0.874509,5.717494045229952,-1.0,1
Jeff Okudah,2020,DET,3,SECONDARY,3.0,8.382132,0.3579041704425556,-23.5,2
C.J. Henderson,2020,JAX,9,SECONDARY,3.0,5.129047,0.5849039792382483,-10.703703703703702,3
AJ Terrell,2020,ATL,16,SECONDARY,6.0,3.576437,1.677647334484013,-7.703703703703702,3
Damon Arnette,2020,LVR,19,SECONDARY,0.0,3.354636,0.0,-10.5,3
Noah Igbinoghene,2020,MIA,30,SECONDARY,2.0,2.813551,0.7108454760549925,-7.363636363636363,3
Jeff Gladney,2020,MIN,31,SECONDARY,0.0,2.747757,0.0,-9.363636363636363,3
Xavier McKinney,2020,NYG,36,SECONDARY,2.0,2.097762,0.9533970011850724,-7.363636363636363,3
Kyle Dugger,2020,NWE,37,SECONDARY,3.0,2.082976,1.4402470311707865,-6.363636363636363,3
Grant Delpit,2020,CLE,44,SECONDARY,0.0,1.866266,0.0,-8.423245614035087,3
Antoine Winfield Jr.,2020,TAM,45,SECONDARY,7.0,1.826796,3.8318454824731374,-1.423245614035087,3
Jaylon Johnson,2020,CHI,50,SECONDARY,0.0,1.617194,0.0,-8.423245614035087,1
Trevon Diggs,2020,DAL,51,SECONDARY,6.0,1.580227,3.796922847160566,-2.4232456140350878,1
Kristian Fulton,2020,TEN,61,SECONDARY,1.0,1.332549,0.7504414471813045,-7.423245614035087,1
Jeremy Chinn,2020,CAR,64,SECONDARY,17.0,1.310369,12.97344488460884,8.576754385964913,1
Ashtyn Davis,2020,NYJ,68,SECONDARY,3.0,1.229347,2.440319942213224,-5.423245614035087,1
Brandon Jones,2020,MIA,70,SECONDARY,2.0,1.218276,1.6416641220872776,-6.423245614035087,1
Michael Ojemudia,2020,DEN,77,SECONDARY,0.0,1.17597,0.0,-8.423245614035087,1
Julian Blackmon,2020,IND,85,SECONDARY,5.0,1.13496,4.405441601466131,-3.4232456140350878,1
Cameron Dantzler,2020,MIN,89,SECONDARY,8.0,1.121289,7.134645929818272,-0.4232456140350873,1
Terrell Burgess,2020,LAR,104,SECONDARY,0.0,1.07852,0.0,0.0,1
Jaycee Horn,2021,CAR,8,SECONDARY,0.0,5.278037,0.0,-13.703703703703702,3
Patrick Surtain II,2021,DEN,9,SECONDARY,0.0,5.240701,0.0,-13.703703703703702,3
Caleb Farley,2021,TEN,22,SECONDARY,0.0,3.373897,0.0,-10.5,3
Greg Newsome II,2021,CLE,26,SECONDARY,0.0,3.187189,0.0,-10.5,3
Eric Stokes,2021,GNB,29,SECONDARY,0.0,2.981379,0.0,-9.363636363636363,3
Tyson Campbell,2021,JAX,33,SECONDARY,0.0,2.253777,0.0,-9.363636363636363,3
Jevon Holland,2021,MIA,36,SECONDARY,0.0,2.179101,0.0,-9.363636363636363,3
Richie Grant,2021,ATL,40,SECONDARY,0.0,2.067094,0.0,-9.363636363636363,3
Tre'von Moehrig,2021,LVR,43,SECONDARY,0.0,1.973753,0.0,-8.423245614035087,3
Asante Samuel Jr.,2021,LAC,47,SECONDARY,0.0,1.805737,0.0,-8.423245614035087,1
Andre Cisco,2021,JAX,65,SECONDARY,0.0,1.309125,0.0,-8.423245614035087,1
Benjamin St-Juste,2021,WAS,74,SECONDARY,0.0,1.27519,0.0,-8.423245614035087,1
Paulson Adebo,2021,NOR,76,SECONDARY,0.0,1.26125,0.0,-8.423245614035087,1
Divine Deablo,2021,LVR,80,SECONDARY,0.0,1.245209,0.0,-8.423245614035087,1
Nahshon Wright,2021,DAL,99,SECONDARY,0.0,1.175225,0.0,-6.0,1
Elijah Molden,2021,TEN,100,SECONDARY,0.0,1.196463,0.0,-0.5,1
Ambry Thomas,2021,SFO,102,SECONDARY,0.0,1.172058,0.0,0.0,1
Brandon Stephens,2021,BAL,104,SECONDARY,0.0,1.170433,0.0,0.0,1
Vernon Davis,2006,SFO,6,TE,19.0,4.055,4.68557336621455,-0.8194444444444429,3
Marcedes Lewis,2006,JAX,28,TE,15.0,1.486,10.09421265141319,-4.819444444444443,3
Anthony Fasano,2006,DAL,53,TE,10.0,0.7675,13.029315960912053,1.0555555555555554,1
Greg Olsen,2007,CHI,31,TE,17.0,1.55489,10.933249297377948,-2.819444444444443,3
Zach Miller,2007,OAK,38,TE,25.0,1.288,19.40993788819876,5.180555555555557,0
Dustin Keller,2008,NYJ,30,TE,22.0,1.7,12.941176470588236,2.180555555555557,3
John Carlson,2008,SEA,38,TE,12.0,1.130063,10.618877000662794,-7.819444444444443,3
Fred Davis,2008,WAS,48,TE,12.0,0.87925,13.647995450668184,3.055555555555556,1
Martellus Bennett,2008,DAL,61,TE,6.0,0.74125,8.094435075885329,-2.9444444444444446,1
Craig Stevens,2008,TEN,85,TE,2.0,0.6005,3.330557868442964,-6.739583333333334,1
Jermichael Finley,2008,GNB,91,TE,20.0,0.5895,33.92705682782019,11.260416666666666,0
Brandon Pettigrew,2009,DET,20,TE,19.0,2.4,7.916666666666667,-0.8194444444444429,3
Jared Cook,2009,TEN,89,TE,15.0,0.6125,24.489795918367346,6.260416666666666,0
Jermaine Gresham,2010,CIN,21,TE,20.0,2.48,8.064516129032258,0.1805555555555571,3
Rob Gronkowski,2010,NWE,42,TE,35.0,1.11,31.531531531531527,15.180555555555555,0
Ed Dickson,2010,BAL,70,TE,10.0,0.625833,15.978703583863428,1.260416666666666,1
Jimmy Graham,2010,NOR,95,TE,35.0,0.825736,42.38642859218927,26.260416666666664,0
Kyle Rudolph,2011,MIN,43,TE,13.0,1.157463,11.2314605304878,0.0,3
Lance Kendricks,2011,STL,47,TE,10.0,1.056526,9.46498240459771,1.0555555555555554,1
Rob Housler,2011,ARI,69,TE,9.0,0.911273,9.876293931675798,0.2604166666666661,1
Coby Fleener,2012,IND,34,TE,19.0,1.335412,14.227818830443338,-0.8194444444444429,3
Dwayne Allen,2012,IND,64,TE,8.0,0.770076,10.388585022776972,-0.7395833333333339,1
Michael Egnew,2012,MIA,78,TE,0.0,0.694114,0.0,-8.739583333333334,1
Tyler Eifert,2013,CIN,21,TE,13.0,2.6076,4.985427212762693,-6.819444444444443,3
